epoch,K_mae,Phi_mae,Theta_mae,P_mae,T_mae,TPR_mae,FPR_mae,K_std,Phi_std,Theta_std,P_std,T_std
1,1.853986456990242,7.725291699171066,2.488345317542553,6.518108397722244,8.893504738807678,94.7593092918396,1.3838698156177998,3.4896936267614365,13.859708905220032,3.770723193883896,12.260952591896057,14.220340549945831
2,1.401169877499342,7.029769420623779,2.076185680925846,5.10636530816555,8.136633038520813,96.02221250534058,0.9931274689733982,3.0072590336203575,12.88652703166008,3.3021265268325806,8.57071578502655,13.301984965801239
3,1.285650860518217,6.67319655418396,1.7808137834072113,4.4546376913785934,7.803338021039963,96.7426598072052,0.9128599427640438,2.8747977688908577,12.50767707824707,2.924938201904297,7.278711348772049,12.960578501224518
4,1.2330933474004269,6.418361216783524,1.6060472466051579,4.251032322645187,7.632835954427719,96.95135354995728,0.8194603025913239,2.7931267395615578,12.26344719529152,2.742937747389078,7.000484317541122,12.783746421337128
5,1.198052428662777,6.384501680731773,1.5451721660792828,4.049954935908318,7.51948207616806,96.96053862571716,0.7308541797101498,2.739577554166317,12.10720181465149,2.6165601052343845,6.821068376302719,12.661227583885193
6,1.1391693726181984,6.161511540412903,1.4680767618119717,3.969428688287735,7.4307359755039215,96.88336849212646,0.649738684296608,2.6943977922201157,11.98290690779686,2.502585332840681,6.711339950561523,12.56696879863739
7,1.114527229219675,6.289872005581856,1.3594840094447136,3.8796402513980865,7.3658786714077,97.25354313850403,0.8548563346266747,2.6603469625115395,11.890215128660202,2.407361213117838,6.6002629697322845,12.487079948186874
8,1.0867590084671974,6.029735952615738,1.2945562787353992,3.7631578743457794,7.266518473625183,97.0102608203888,0.6777012255042791,2.63113547116518,11.799170225858688,2.317442335188389,6.496006995439529,12.414494156837463
9,1.0637003928422928,5.968432724475861,1.2518172897398472,3.712240234017372,7.224850356578827,97.10068106651306,0.7060364820063114,2.6070985943078995,11.71834722161293,2.2590561769902706,6.431571394205093,12.370038032531738
10,1.0504343546926975,5.927925333380699,1.2068931385874748,3.691711649298668,7.176239043474197,97.22282886505127,0.749197555705905,2.583608217537403,11.649116724729538,2.197939194738865,6.3684336841106415,12.319522351026535
11,1.1481312103569508,5.8497315645217896,1.2339933402836323,3.650417923927307,7.135511934757233,97.1015214920044,0.6556896958500147,2.60066706687212,11.597317904233932,2.1747040562331676,6.322798132896423,12.287159264087677
12,1.1368823237717152,5.891865715384483,1.1648112069815397,3.596583381295204,7.107717543840408,97.1565842628479,0.66932188346982,2.574271522462368,11.54458299279213,2.1369414031505585,6.282931566238403,12.261398881673813
13,1.0162205435335636,5.755279585719109,1.1278567370027304,3.594488278031349,7.085011154413223,97.36775159835815,0.7586919702589512,2.5302862748503685,11.480653882026672,2.099017985165119,6.242602691054344,12.237368524074554
